poll_time_utc,advisory_type,waterbody,wb_api_id,wb_class,rain_gauge,occurred_on,duration_hr,volume
2026-08-01T00:14:57Z,CSO,Bergen Basin,42,I,JA,2026-07-31T19:00:00,3.0,0.0
2026-08-01T00:14:57Z,CSO,Bowery Bay,37,I,BB,2026-07-31T19:00:00,6.0,0.0
2026-08-01T00:14:57Z,CSO,"Bronx River, Lower",8,I,HP,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Coney Island Creek,2,I,CI,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,East River (near Steinway Creek),38,SD,BB,2026-07-31T19:00:00,6.0,0.0
2026-08-01T00:14:57Z,CSO,East River (near Throgs Neck),31,SB,TI,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,East River (RFK to Whitestone),36,I,TI,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,"East River, Lower",6,I,NC,2026-07-31T19:00:00,3.0,0.0
2026-08-01T00:14:57Z,CSO,Eastchester Bay,13,SB,HP,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Erie Basin,23,SC,RH,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Flushing Bay,10,I,BB,2026-07-31T19:00:00,6.0,0.0
2026-08-01T00:14:57Z,CSO,Flushing Creek,24,I,TI,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Fresh Creek,15,I,26W,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,"Fresh Kills, Lower",40,SD,PR,2026-07-31T19:00:00,2.0,0.0
2026-08-01T00:14:57Z,CSO,"Fresh Kills, Upper",27,SD,PR,2026-07-31T19:00:00,2.0,0.0
2026-08-01T00:14:57Z,CSO,Gerritsen Creek,18,SB,RK,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,"Gowanus Canal, Inner",41,SC,RH,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,"Gowanus Canal, Outer",30,SB,RH,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Gravesend Bay,1,SB,OH,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Harlem River,7,SB(WW),WI,2026-07-31T19:00:00,6.0,0.0
2026-08-01T00:14:57Z,CSO,Hendrix Creek,14,I,26W,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Hudson River (Bronx),22,SB,WI,2026-07-31T19:00:00,6.0,0.0
2026-08-01T00:14:57Z,CSO,Hudson River (Manhattan),21,SB,NR,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,"Hutchinson River, Lower",35,SB,HP,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Jamaica Bay (Brooklyn),33,SB,26W,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Jamaica Bay (Queens),32,SB,JA,2026-07-31T19:00:00,3.0,0.0
2026-08-01T00:14:57Z,CSO,Kill Van Kull,4,SC,PR,2026-07-31T19:00:00,2.0,0.0
2026-08-01T00:14:57Z,CSO,Little Neck Bay,11,SB,TI,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Lower New York Bay,26,SB,OB,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Mill Basin,17,SB,CI,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Newark Bay,3,SC,PR,2026-07-31T19:00:00,2.0,0.0
2026-08-01T00:14:57Z,CSO,"Newtown Creek, Lower",45,SD,NC,2026-07-31T19:00:00,3.0,0.0
2026-08-01T00:14:57Z,CSO,"Newtown Creek, Upper",5,SD,NC,2026-07-31T19:00:00,3.0,0.0
2026-08-01T00:14:57Z,CSO,Paerdegat Basin,16,I,CI,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Powell Cove,39,I,TI,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Sheepshead Bay,20,SB,CI,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Shellbank Basin,43,SB,JA,2026-07-31T19:00:00,3.0,0.0
2026-08-01T00:14:57Z,CSO,Spring Creek,25,I,26W,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Thurston Basin,44,I,JA,2026-07-31T19:00:00,3.0,0.0
2026-08-01T00:14:57Z,CSO,Upper New York Bay,19,SB,OH,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Westchester Creek,9,I,HP,2026-07-31T19:00:00,0.0,0.0
2026-08-01T00:14:57Z,CSO,Western Long Island Sound,34,SB,HP,2026-07-31T19:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Alley Creek,12,I,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,"Arthur Kill, Lower",28,I,OB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,"Arthur Kill, Upper",29,SD,OB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Bergen Basin,42,I,JA,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Bowery Bay,37,I,BB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,"Bronx River, Lower",8,I,HP,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Coney Island Creek,2,I,CI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,East River (near Steinway Creek),38,SD,BB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,East River (near Throgs Neck),31,SB,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,East River (RFK to Whitestone),36,I,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,"East River, Lower",6,I,NC,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Eastchester Bay,13,SB,HP,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Erie Basin,23,SC,RH,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Flushing Bay,10,I,BB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Flushing Creek,24,I,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Fresh Creek,15,I,26W,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,"Fresh Kills, Lower",40,SD,PR,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,"Fresh Kills, Upper",27,SD,PR,2026-08-01T03:00:00,28.0,0.0
2026-08-01T08:57:07Z,WQ,Gerritsen Creek,18,SB,RK,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,"Gowanus Canal, Inner",41,SC,RH,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,"Gowanus Canal, Outer",30,SB,RH,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Gravesend Bay,1,SB,OH,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Harlem River,7,SB(WW),WI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Hendrix Creek,14,I,26W,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Hudson River (Bronx),22,SB,WI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Hudson River (Manhattan),21,SB,NR,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,"Hutchinson River, Lower",35,SB,HP,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Jamaica Bay (Brooklyn),33,SB,26W,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Jamaica Bay (Queens),32,SB,JA,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Kill Van Kull,4,SC,PR,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Little Neck Bay,11,SB,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Lower New York Bay,26,SB,OB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Mill Basin,17,SB,CI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Newark Bay,3,SC,PR,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,"Newtown Creek, Lower",45,SD,NC,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,"Newtown Creek, Upper",5,SD,NC,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Paerdegat Basin,16,I,CI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Powell Cove,39,I,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Sheepshead Bay,20,SB,CI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Shellbank Basin,43,SB,JA,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Spring Creek,25,I,26W,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Thurston Basin,44,I,JA,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Upper New York Bay,19,SB,OH,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Westchester Creek,9,I,HP,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,WQ,Western Long Island Sound,34,SB,HP,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Alley Creek,12,I,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,"Arthur Kill, Lower",28,I,OB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,"Arthur Kill, Upper",29,SD,OB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Bergen Basin,42,I,JA,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Bowery Bay,37,I,BB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,"Bronx River, Lower",8,I,HP,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Coney Island Creek,2,I,CI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,East River (near Steinway Creek),38,SD,BB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,East River (near Throgs Neck),31,SB,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,East River (RFK to Whitestone),36,I,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,"East River, Lower",6,I,NC,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Eastchester Bay,13,SB,HP,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Erie Basin,23,SC,RH,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Flushing Bay,10,I,BB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Flushing Creek,24,I,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Fresh Creek,15,I,26W,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,"Fresh Kills, Lower",40,SD,PR,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,"Fresh Kills, Upper",27,SD,PR,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Gerritsen Creek,18,SB,RK,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,"Gowanus Canal, Inner",41,SC,RH,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,"Gowanus Canal, Outer",30,SB,RH,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Gravesend Bay,1,SB,OH,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Harlem River,7,SB(WW),WI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Hendrix Creek,14,I,26W,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Hudson River (Bronx),22,SB,WI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Hudson River (Manhattan),21,SB,NR,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,"Hutchinson River, Lower",35,SB,HP,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Jamaica Bay (Brooklyn),33,SB,26W,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Jamaica Bay (Queens),32,SB,JA,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Kill Van Kull,4,SC,PR,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Little Neck Bay,11,SB,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Lower New York Bay,26,SB,OB,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Mill Basin,17,SB,CI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Newark Bay,3,SC,PR,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,"Newtown Creek, Lower",45,SD,NC,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,"Newtown Creek, Upper",5,SD,NC,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Paerdegat Basin,16,I,CI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Powell Cove,39,I,TI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Sheepshead Bay,20,SB,CI,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Shellbank Basin,43,SB,JA,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Spring Creek,25,I,26W,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Thurston Basin,44,I,JA,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Upper New York Bay,19,SB,OH,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Westchester Creek,9,I,HP,2026-08-01T03:00:00,0.0,0.0
2026-08-01T08:57:07Z,CSO,Western Long Island Sound,34,SB,HP,2026-08-01T03:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Alley Creek,12,I,TI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,"Arthur Kill, Lower",28,I,OB,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,"Arthur Kill, Upper",29,SD,OB,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Bergen Basin,42,I,JA,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Bowery Bay,37,I,BB,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,"Bronx River, Lower",8,I,HP,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Coney Island Creek,2,I,CI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,East River (near Steinway Creek),38,SD,BB,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,East River (near Throgs Neck),31,SB,TI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,East River (RFK to Whitestone),36,I,TI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,"East River, Lower",6,I,NC,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Eastchester Bay,13,SB,HP,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Erie Basin,23,SC,RH,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Flushing Bay,10,I,BB,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Flushing Creek,24,I,TI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Fresh Creek,15,I,26W,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,"Fresh Kills, Lower",40,SD,PR,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,"Fresh Kills, Upper",27,SD,PR,2026-08-01T07:00:00,24.0,0.0
2026-08-01T12:17:25Z,WQ,Gerritsen Creek,18,SB,RK,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,"Gowanus Canal, Inner",41,SC,RH,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,"Gowanus Canal, Outer",30,SB,RH,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Gravesend Bay,1,SB,OH,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Harlem River,7,SB(WW),WI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Hendrix Creek,14,I,26W,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Hudson River (Bronx),22,SB,WI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Hudson River (Manhattan),21,SB,NR,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,"Hutchinson River, Lower",35,SB,HP,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Jamaica Bay (Brooklyn),33,SB,26W,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Jamaica Bay (Queens),32,SB,JA,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Kill Van Kull,4,SC,PR,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Little Neck Bay,11,SB,TI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Lower New York Bay,26,SB,OB,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Mill Basin,17,SB,CI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Newark Bay,3,SC,PR,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,"Newtown Creek, Lower",45,SD,NC,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,"Newtown Creek, Upper",5,SD,NC,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Paerdegat Basin,16,I,CI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Powell Cove,39,I,TI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Sheepshead Bay,20,SB,CI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Shellbank Basin,43,SB,JA,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Spring Creek,25,I,26W,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Thurston Basin,44,I,JA,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Upper New York Bay,19,SB,OH,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Westchester Creek,9,I,HP,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,WQ,Western Long Island Sound,34,SB,HP,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,Alley Creek,12,I,TI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,"Arthur Kill, Lower",28,I,OB,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,"Arthur Kill, Upper",29,SD,OB,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,Bergen Basin,42,I,JA,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,Bowery Bay,37,I,BB,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,"Bronx River, Lower",8,I,HP,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,Coney Island Creek,2,I,CI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,East River (near Steinway Creek),38,SD,BB,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,East River (near Throgs Neck),31,SB,TI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,East River (RFK to Whitestone),36,I,TI,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,"East River, Lower",6,I,NC,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,Eastchester Bay,13,SB,HP,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,Erie Basin,23,SC,RH,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,Flushing Bay,10,I,BB,2026-08-01T07:00:00,0.0,0.0
2026-08-01T12:17:25Z,CSO,Flushing Creek,24,I,TI,2026-08-01T07:00:00,0.0,0.0
